data_concerto,ora_concerto,nome_ambiente,indirizzo_ambiente,nome_citta,cap_citta,gruppo
2016-11-15,18:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Micaela Stark
2019-11-02,18:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Bernadette Stark
2017-06-23,23:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Blaise Bradtke
2024-06-12,21:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Lance Marquardt
2020-10-23,19:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Blaise Bradtke
2017-10-22,21:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Patrick Rutherford
2019-06-13,18:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Forest Bins
2022-04-06,18:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Rose Herzog
2017-11-13,20:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Virginia Sauer
2020-01-09,21:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Blaise Bradtke
2020-06-28,21:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Francesco Macejkovic
2019-04-22,19:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Alexandra Yundt
2016-07-14,18:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Vincenza Quigley
2015-08-25,18:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Omer Berge
2017-12-22,20:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Harmon Walter
2019-03-03,21:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Micaela Stark
2015-12-16,23:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Dessie Daugherty
2023-12-09,19:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Elliot Mertz
2018-08-18,20:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Alda Boehm
2023-03-22,19:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Maureen Macejkovic
2024-01-25,21:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Hollie Feil
2025-06-20,23:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Maximilian Rice
2018-04-12,21:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Maureen Macejkovic
2021-08-15,21:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Veronica Miller
2022-08-25,20:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Forest Bins
2022-03-04,23:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Harmon Walter
2019-08-24,22:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Virginia Sauer
2022-04-30,18:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Tate Denesik
2017-08-07,20:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Amelia Cruickshank
2020-10-04,22:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Torrance Baumbach
2020-06-04,23:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Isabella Towne
2025-08-08,19:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Bernadette Stark
2025-05-10,23:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Hollie Feil
2022-07-05,23:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Lexus Cole
2020-09-29,20:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Zane Bode
2021-04-01,19:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Francesco Macejkovic
2016-07-14,20:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Sven McKenzie
2022-02-03,19:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Antone Ortiz
2018-02-04,20:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Lilyan Bins
2021-07-05,18:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Okey Dietrich
2017-07-04,20:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Lance Marquardt
2016-04-20,23:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Patrick Rutherford
2022-04-18,19:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Melvina Welch
2024-07-17,23:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Kurt Harvey
2019-09-26,19:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Torrance Baumbach
2016-10-27,21:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Keira Wisozk
2023-05-11,21:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Braeden Mayert
2024-08-12,19:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Sven McKenzie
2023-02-10,21:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Alexandra Yundt
2016-05-02,23:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Lexus Cole
2021-08-03,22:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Veronica Miller
2021-05-31,18:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Lexus Cole
2024-02-07,18:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Neoma Gusikowski
2020-04-01,20:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Antone Ortiz
2019-02-11,19:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Alexandra Yundt
2018-02-17,23:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Okey Dietrich
2019-05-04,23:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Tressa Johns
2024-12-04,21:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Lilyan Bins
2022-07-14,21:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Billy Anderson
2018-01-25,22:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Shanelle Beier
2024-01-19,23:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Hipolito Littel
2025-04-11,21:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Keira Wisozk
2020-01-05,18:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Alexandra Yundt
2021-02-06,18:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Alda Boehm
2020-05-15,20:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Lilyan Bins
2024-08-09,23:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Kurt Harvey
2021-09-12,21:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Lexus Cole
2024-02-14,21:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Tressa Johns
2016-05-27,19:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Patrick Rutherford
2017-03-24,20:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Patrick Rutherford
2016-08-26,18:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Bernadette Stark
2024-05-23,18:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Okey Dietrich
2025-04-20,20:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Alexandra Yundt
2016-05-02,18:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Freeda Corkery
2023-10-14,18:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Torrance Baumbach
2019-09-17,18:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Anita Rippin
2016-05-02,22:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Anita Rippin
2021-08-14,19:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Blaise Bradtke
2016-03-06,18:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Harmon Walter
2023-05-26,19:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Dessie Daugherty
2018-05-14,21:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Melvina Welch
2025-03-01,21:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Francesco Macejkovic
2023-12-09,20:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Rose Herzog
2015-08-25,18:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Patrick Rutherford
2017-05-29,21:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Patrick Rutherford
2021-03-08,22:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Alda Boehm
2019-06-10,21:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Blaise Bradtke
2017-05-04,19:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Kurt Harvey
2024-07-22,20:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Sabryna Abbott
2016-05-25,18:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Lance Marquardt
2020-05-07,23:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Elliot Mertz
2016-02-26,22:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Emelia Friesen
2022-08-20,18:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Omer Berge
2020-11-25,20:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Forest Bins
2016-11-12,22:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Elliot Mertz
2016-02-28,20:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Emelia Friesen
2017-06-03,19:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Virginia Sauer
2020-10-11,23:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Antone Ortiz
2025-03-03,20:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Tate Denesik
2024-02-02,22:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Maximilian Rice
2020-05-19,19:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Micaela Stark
2019-09-21,23:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Freeda Corkery
2018-06-10,22:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Beau Gibson
2019-10-14,20:00:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Keira Wisozk
2017-08-21,18:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Emelia Friesen
2021-08-27,21:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Amelia Cruickshank
2021-03-13,18:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Francesco Macejkovic
2022-02-13,22:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Hollie Feil
2022-01-23,20:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Alda Boehm
2022-10-22,19:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Okey Dietrich
2021-03-21,19:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Isabella Towne
2022-08-17,19:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Virginia Sauer
2017-12-06,19:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Forest Bins
2020-05-07,23:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Okey Dietrich
2016-11-06,21:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Emelia Friesen
2024-03-19,21:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Alexandra Yundt
2017-09-02,21:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Torrance Baumbach
2020-02-02,19:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Antone Ortiz
2018-03-15,20:30:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Patrick Rutherford
2022-06-22,21:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Isabella Towne
2019-08-17,18:30:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Patrick Rutherford
2018-07-25,23:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Hipolito Littel
2021-02-11,23:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Patrick Rutherford
2021-08-31,18:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Tressa Johns
2024-06-12,18:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Brittany Morissette
2022-07-10,18:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Vallie Hayes
2025-01-20,18:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Shanelle Beier
2024-04-03,23:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Forest Bins
2017-03-22,19:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Hipolito Littel
2023-12-18,19:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Braeden Mayert
2016-05-04,20:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Hollie Feil
2016-12-04,22:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Emelia Friesen
2020-12-15,21:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Omer Berge
2023-05-26,19:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Harmon Walter
2019-09-15,20:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Kurt Harvey
2020-07-20,23:30:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Olga Goldner
2017-01-05,20:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Billy Anderson
2022-11-10,19:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Camden Schiller
2023-02-23,21:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Antone Ortiz
2022-10-28,22:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Gwen Turcotte
2018-03-03,20:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Maureen Macejkovic
2024-08-21,19:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Hipolito Littel
2017-09-08,18:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Omer Berge
2021-08-19,19:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Camden Schiller
2019-06-16,22:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Neoma Gusikowski
2020-06-23,23:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Sven McKenzie
2025-07-06,21:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Harmon Walter
2016-05-16,20:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Emelia Friesen
2025-06-25,20:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Forest Bins
2025-02-11,18:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Lance Marquardt
2019-12-26,20:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Lexus Cole
2022-08-22,19:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Lilyan Bins
2020-06-30,20:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Brittany Morissette
2024-12-23,22:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Zane Bode
2023-05-20,21:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Alexandra Yundt
2018-12-29,18:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Keira Wisozk
2021-04-11,21:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Veronica Miller
2017-09-15,23:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Sven McKenzie
2021-04-08,20:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Maureen Macejkovic
2023-12-31,19:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Shanelle Beier
2019-12-22,23:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Torrance Baumbach
2020-03-01,23:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Lilyan Bins
2023-11-15,20:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Micaela Stark
2017-01-03,18:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Patrick Rutherford
2019-03-31,20:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Omer Berge
2019-04-11,22:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Olga Goldner
2022-09-17,19:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Okey Dietrich
2016-08-11,23:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Sven McKenzie
2019-11-13,19:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Francesco Macejkovic
2015-11-13,22:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Virginia Sauer
2022-07-10,20:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Keira Wisozk
2017-05-10,21:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Billy Anderson
2019-05-10,23:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Alexandra Yundt
2017-06-03,19:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Elliot Mertz
2023-09-06,18:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Turner Lebsack
2024-04-14,23:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Beau Gibson
2024-01-27,23:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Maureen Macejkovic
2020-09-21,23:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Sven McKenzie
2021-07-11,20:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Turner Lebsack
2019-01-15,21:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Omer Berge
2020-02-28,18:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Zane Bode
2021-03-21,22:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Okey Dietrich
2020-01-14,21:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Gwen Turcotte
2016-02-20,19:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Sven McKenzie
2025-04-05,23:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Francesco Macejkovic
2021-08-25,18:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Antone Ortiz
2015-09-11,19:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Hollie Feil
2023-10-31,19:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Antone Ortiz
2021-12-06,23:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Vallie Hayes
2018-07-27,20:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Tressa Johns
2025-07-26,23:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Zane Bode
2024-03-17,23:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Vincenza Quigley
2024-11-14,21:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Torrance Baumbach
2018-08-31,23:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Veronica Miller
2024-04-02,18:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Lexus Cole
2018-09-20,20:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Lance Marquardt
2021-12-25,19:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Maureen Macejkovic
2025-01-19,21:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Brittany Morissette
2017-07-19,21:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Amelia Cruickshank
2023-02-10,18:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Torrance Baumbach
2024-12-23,20:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Hollie Feil
2016-01-21,21:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Sabryna Abbott
2022-03-08,22:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Olga Goldner
2015-10-31,19:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Olga Goldner
2019-01-01,19:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Virginia Sauer
2021-07-18,21:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Kurt Harvey
2021-03-10,20:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Isabella Towne
2021-05-10,22:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Olga Goldner
2025-07-28,21:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Hollie Feil
2017-12-17,22:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Tate Denesik
2023-06-18,22:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Forest Bins
2021-12-16,22:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Shanelle Beier
2021-11-25,19:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Okey Dietrich
2020-08-30,23:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Okey Dietrich
2016-02-09,22:00:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Beau Gibson
2019-08-20,19:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Isabella Towne
2019-03-20,20:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Lilyan Bins
2016-02-09,22:00:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Omer Berge
2025-05-12,20:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Vallie Hayes
2023-07-04,23:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Rose Herzog
2023-07-13,21:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Beau Gibson
2019-12-26,21:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Tressa Johns
2016-05-15,21:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Shanelle Beier
