data_concerto,ora_concerto,nome_ambiente,indirizzo_ambiente,nome_citta,cap_citta,artista
2017-12-18,21:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Jaden Gutmann
2016-03-17,22:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Francisca Monahan
2025-05-26,18:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Clint Brakus
2025-06-06,20:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Louvenia Beer
2017-11-24,23:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Belle Mante
2016-06-18,23:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Elinor Predovic
2021-04-18,22:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Orlo Simonis
2016-04-12,23:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Archibald Pacocha
2016-04-15,19:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Deven Ferry
2020-05-01,19:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Robert Dietrich
2019-06-07,21:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Eva Stehr
2025-01-21,19:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Courtney Satterfield
2020-03-02,22:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Madge Kuphal
2016-05-15,21:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Dale Beer
2022-03-29,18:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Annie Lesch
2024-08-15,20:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Dedrick Schiller
2025-03-03,20:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Burdette Ankunding
2023-10-13,19:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Christelle Bogan
2021-03-18,18:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Aron Dietrich
2021-12-23,19:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Hailey Schroeder
2018-06-21,20:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Blanca Langosh
2020-07-03,22:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Madge Kuphal
2024-11-26,20:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Lionel Pfannerstill
2017-07-13,19:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Vivien Thiel
2019-09-17,22:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Morris Hermann
2021-09-21,18:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Fatima Murazik
2016-02-09,22:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Tommie Reynolds
2025-04-11,21:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Charity Hills
2016-04-15,23:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Shanny Konopelski
2024-10-31,20:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Madonna Veum
2018-07-31,22:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Taylor Hessel
2022-11-05,23:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Charity Hills
2016-06-03,20:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Geovanny Bayer
2023-12-18,19:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Albertha Harris
2017-11-21,20:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Casimer Morar
2016-11-03,19:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Webster Schroeder
2017-07-04,20:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Eveline Boyer
2018-08-31,21:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Tyreek Padberg
2024-10-02,20:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Courtney Satterfield
2018-03-06,18:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Vicenta Nitzsche
2018-07-04,23:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Jenifer Kuvalis
2018-04-12,21:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Golda Donnelly
2016-11-06,21:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Deven Ferry
2023-03-07,23:00:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Dedrick Schiller
2023-08-11,22:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Jenifer Kuvalis
2018-06-24,19:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Robert Dietrich
2022-02-25,18:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Gage Fisher
2018-06-24,18:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Aron Dietrich
2018-04-13,22:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Beau Vandervort
2021-01-05,20:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Tomasa Waters
2024-10-14,19:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Antonietta Bernhard
2016-10-05,21:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Madonna Veum
2017-07-13,19:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Gideon Pacocha
2019-04-29,21:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Gideon Pacocha
2019-10-04,19:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Eveline Boyer
2016-12-01,20:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Elinor Predovic
2023-05-01,22:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Narciso Stiedemann
2024-11-12,22:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Ernestina Leffler
2019-11-27,22:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Gayle Walker
2024-08-12,23:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Blanca Langosh
2017-01-09,18:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Ima Hilpert
2025-03-05,23:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Stefan Welch
2020-09-23,18:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Tyreek Padberg
2024-12-01,21:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Akeem Blanda
2018-07-24,22:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Eva Stehr
2021-04-18,22:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Ariel Tillman
2021-04-01,18:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Willy Heller
2019-05-20,18:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Morris Hermann
2015-09-13,23:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Candace Pouros
2024-07-01,19:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Kirsten Weissnat
2019-04-11,21:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Antonietta Bernhard
2018-10-30,21:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Arden Carter
2017-04-03,21:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Eveline Boyer
2020-02-17,18:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Ima Hilpert
2020-11-08,23:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Dedrick Schiller
2018-06-09,23:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Keagan Mann
2020-08-22,19:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Eveline Boyer
2020-02-27,18:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Raegan Purdy
2018-11-13,18:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Ernestina Leffler
2017-03-30,23:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Shanny Konopelski
2019-08-14,20:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Vivien Thiel
2025-06-20,21:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Orlo Simonis
2018-08-29,22:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Gideon Pacocha
2024-04-08,21:00:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Dedrick Schiller
2021-07-03,23:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Elenora Steuber
2021-06-10,20:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Dedrick Schiller
2016-12-14,22:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Tomasa Waters
2019-10-21,19:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Jaquan Goldner
2023-09-08,19:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Arden Carter
2025-05-09,22:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Hailey Schroeder
2025-03-03,20:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Elisa Wehner
2019-04-24,20:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Webster Schroeder
2019-09-26,19:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Gayle Walker
2019-07-03,23:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Shanny Konopelski
2024-01-11,20:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Geovanny Bayer
2016-07-04,23:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Beau Vandervort
2022-06-11,18:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Ima Hilpert
2021-03-13,18:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Elenora Steuber
2018-07-19,23:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Madonna Veum
2024-07-28,19:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Kayla McLaughlin
2021-05-27,19:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Francisca Monahan
2025-05-18,18:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Ima Hilpert
2018-01-08,23:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Mike Herman
2020-05-14,18:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Vivien Thiel
2017-12-12,23:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Osvaldo Hyatt
2016-08-05,18:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Shania Greenholt
2021-11-01,18:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Louvenia Beer
2020-11-18,23:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Kian Cremin
2018-09-05,18:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Ernesto Zboncak
2020-10-04,22:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Robert Dietrich
2018-08-23,19:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Tyreek Padberg
2025-04-03,21:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Gabe Morar
2017-03-30,23:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Evert Schneider
2021-04-11,19:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Golda Donnelly
2023-02-13,18:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Osvaldo Hyatt
2023-11-03,23:30:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Ernesto Zboncak
2017-12-21,23:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Golda Donnelly
2019-07-23,22:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Tomasa Waters
2024-04-10,20:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Elinor Predovic
2020-02-02,19:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Blanca Langosh
2016-09-04,19:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Nelda Hermann
2025-02-24,22:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Torrance Howell
2022-06-14,18:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Ernesto Zboncak
2020-11-20,22:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Narciso Stiedemann
2022-12-25,21:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Courtney Satterfield
2023-08-11,22:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Gayle Walker
2024-11-26,20:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Shanny Konopelski
2016-04-21,18:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Belle Mante
2017-03-20,18:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Madonna Veum
2025-07-12,19:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Macie Klocko
2019-03-11,19:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Wilson Stracke
2024-10-01,19:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Louvenia Beer
2024-02-26,19:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Ernestina Leffler
2021-06-03,22:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Raegan Purdy
2020-01-30,22:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Elisa Wehner
2017-03-11,19:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Geovanny Bayer
2020-10-04,22:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Narciso Stiedemann
2023-07-03,22:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Clint Brakus
2017-06-25,18:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Annie Lesch
2022-03-03,21:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Annie Lesch
2023-06-30,18:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Christelle Bogan
2016-06-13,21:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Dedrick Schiller
2023-11-18,22:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Ludwig Cummings
2022-06-28,19:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Archibald Pacocha
2021-09-07,23:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Jaden Gutmann
2016-07-01,18:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Kasey Weissnat
2021-02-28,23:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Narciso Stiedemann
2019-10-04,22:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Kirsten Weissnat
2018-02-20,18:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Antonietta Bernhard
2024-02-27,19:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Charity Hills
2022-04-14,23:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Ariel Tillman
2023-11-03,20:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Dale Beer
2020-11-19,20:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Jenifer Kuvalis
2017-07-06,22:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Willy Heller
2025-04-22,18:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Lempi Streich
2021-08-15,21:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Macie Klocko
2020-04-01,20:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Terrance Robel
2022-10-31,22:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Golda Donnelly
2018-08-05,18:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Fatima Murazik
2020-06-15,21:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Terrance Robel
2024-10-17,22:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Casimer Morar
2023-01-03,21:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Ludwig Cummings
2017-08-11,21:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Aron Dietrich
2018-03-31,19:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Torrance Howell
2016-10-21,23:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Eveline Boyer
2020-12-24,22:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Elisa Wehner
2024-06-03,20:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Jenifer Kuvalis
2021-03-18,20:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Bridgette Breitenberg
2021-02-15,21:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Shania Greenholt
2016-06-24,22:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Vince Kozey
2018-11-14,18:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Leif Huel
2016-05-16,18:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Evert Schneider
2020-05-22,22:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Gage Fisher
2016-03-29,22:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Charity Hills
2024-02-27,19:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Kasey Weissnat
2022-06-11,18:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Francisca Monahan
2022-12-09,21:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Annie Lesch
2018-05-21,18:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Albertha Harris
2018-03-03,20:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Gustave Mante
2018-08-01,18:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Tommie Reynolds
2023-09-08,18:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Ernesto Zboncak
2017-06-01,21:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Christelle Bogan
2019-06-11,23:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Edmond Bosco
2015-11-03,20:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Terrance Robel
2023-04-17,22:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Dale Beer
2024-12-18,22:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Keagan Mann
2021-10-08,19:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Robert Dietrich
2017-07-13,23:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Charity Hills
2021-06-03,18:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Jayda Beier
2023-02-04,22:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Francisca Monahan
2021-01-13,20:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Golda Donnelly
2017-08-07,20:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Eva Stehr
2022-01-17,22:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Taya Dicki
2021-12-06,23:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Louvenia Beer
2022-04-18,21:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Burdette Ankunding
2024-01-15,18:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Albertha Harris
2023-02-12,19:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Willy Heller
2020-12-21,19:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Gage Fisher
2025-03-26,19:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Nelda Hermann
2015-10-16,20:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Golda Donnelly
2021-10-14,19:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Vince Kozey
2016-12-20,22:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Elisa Wehner
2022-12-25,19:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Archibald Pacocha
2015-08-20,22:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Robert Dietrich
2021-06-02,23:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Antonietta Bernhard
2023-08-08,22:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Dahlia Maggio
2023-11-01,20:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Kayla McLaughlin
2017-08-09,19:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Dahlia Maggio
2017-10-07,19:30:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Morris Hermann
2015-08-18,18:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Lia Christiansen
2016-11-26,19:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Akeem Blanda
2018-11-26,23:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Mike Herman
2020-08-06,22:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Jaden Gutmann
2016-05-16,19:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Osvaldo Hyatt
2018-04-12,21:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Akeem Blanda
2017-02-22,18:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Elinor Predovic
2024-10-08,19:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Willy Heller
2022-03-25,19:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Karina Muller
2020-02-21,18:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Gabe Morar
2021-04-21,18:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Vince Kozey
2017-01-23,20:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Morris Hermann
2022-08-03,21:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Shanny Konopelski
